X_1,X_2,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15
0,24,0,0,5,6,1.0986122886681098,3,0.6931471805599453,0,0.6931471805599453,103,142,34
0,45,10,3,7,1,0.0,5,0.6931471805599453,174,0.0,18,80,46
0,33,2,1,6,4,0.0,5,0.6931471805599453,174,0.6931471805599453,12,142,34
0,39,6,5,4,2,0.0,5,0.6931471805599453,249,0.6931471805599453,103,130,34
0,39,6,5,5,6,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,103,130,34
1,19,1,3,16,12,0.6931471805599453,2,0.6931471805599453,0,0.6931471805599453,92,80,34
0,4,6,5,3,5,0.6931471805599453,2,0.6931471805599453,0,0.6931471805599453,48,14,34
0,36,2,1,1,0,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,92,93,34
0,45,10,3,4,2,0.6931471805599453,5,0.6931471805599453,316,0.6931471805599453,24,80,34
0,47,7,3,5,6,0.6931471805599453,2,0.6931471805599453,249,0.0,103,142,34
0,37,0,0,2,7,0.6931471805599453,2,0.6931471805599453,249,0.6931471805599453,103,142,34
7,45,10,3,9,8,0.0,5,0.6931471805599453,174,0.0,112,29,23
0,22,7,3,7,1,0.6931471805599453,2,0.6931471805599453,316,0.6931471805599453,111,103,34
0,24,0,0,2,7,0.6931471805599453,2,0.6931471805599453,316,0.6931471805599453,113,142,34
0,45,10,3,4,2,1.0986122886681098,5,0.6931471805599453,127,0.6931471805599453,72,119,34
0,4,6,5,5,6,0.6931471805599453,6,1.791759469228055,174,1.791759469228055,72,29,34
0,19,1,3,6,4,2.5649493574615367,6,0.6931471805599453,0,0.6931471805599453,72,80,34
0,37,0,0,2,7,0.0,5,0.6931471805599453,303,0.6931471805599453,72,62,34
1,4,6,5,15,10,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,72,29,34
0,4,6,5,1,0,0.6931471805599453,2,0.6931471805599453,316,0.6931471805599453,72,62,34
0,6,4,1,6,4,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,109,29,34
1,22,7,3,15,10,0.6931471805599453,6,0.6931471805599453,316,0.6931471805599453,72,29,34
1,4,6,5,15,10,0.6931471805599453,0,0.6931471805599453,249,0.6931471805599453,92,142,34
7,50,0,0,9,8,0.0,5,0.6931471805599453,174,0.0,110,29,50
1,37,0,0,11,17,0.0,5,1.3862943611198906,174,1.3862943611198906,72,62,34
0,4,6,5,1,0,0.6931471805599453,5,0.6931471805599453,174,0.0,18,138,46
0,36,2,1,1,0,0.0,5,0.6931471805599453,174,0.0,92,93,43
1,15,3,5,12,16,0.0,5,0.6931471805599453,102,0.0,18,93,46
0,15,3,5,6,4,1.0986122886681098,5,0.6931471805599453,0,0.6931471805599453,103,0,34
0,37,0,0,2,7,0.6931471805599453,5,0.6931471805599453,249,0.6931471805599453,103,142,34
0,4,6,5,3,5,0.0,5,0.6931471805599453,249,0.6931471805599453,24,142,34
0,36,2,1,1,0,0.6931471805599453,5,0.6931471805599453,174,0.6931471805599453,103,62,43
0,50,0,0,4,2,1.0986122886681098,2,0.6931471805599453,313,0.0,89,138,0
0,16,0,0,1,0,1.0986122886681098,2,1.0986122886681098,0,1.0986122886681098,72,142,34
0,24,0,0,4,2,0.6931471805599453,2,0.6931471805599453,316,0.0,103,142,34
0,21,4,1,7,1,0.6931471805599453,6,1.0986122886681098,249,1.0986122886681098,103,93,34
0,33,2,1,6,4,0.0,5,0.6931471805599453,249,0.6931471805599453,72,93,34
0,16,0,0,7,1,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,24,130,34
0,44,1,3,7,1,1.0986122886681098,6,0.6931471805599453,249,0.0,92,29,34
0,17,0,0,6,4,1.0986122886681098,3,0.6931471805599453,316,0.6931471805599453,103,142,34
0,24,0,0,5,6,0.6931471805599453,2,1.0986122886681098,316,1.0986122886681098,98,87,34
0,21,4,1,2,7,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,92,80,34
0,21,4,1,2,7,1.3862943611198906,6,0.6931471805599453,316,0.6931471805599453,92,29,34
0,5,3,5,4,2,0.0,5,1.0986122886681098,127,1.0986122886681098,103,103,34
0,29,9,0,3,5,0.0,5,0.6931471805599453,249,0.6931471805599453,72,29,34
0,7,7,3,2,7,1.9459101490553132,5,1.0986122886681098,316,1.0986122886681098,72,62,34
0,33,2,1,7,1,0.0,5,0.6931471805599453,174,0.0,59,93,23
0,36,2,1,5,6,0.0,5,1.0986122886681098,174,0.0,92,29,43
0,3,3,5,2,7,1.0986122886681098,6,1.0986122886681098,316,1.0986122886681098,98,103,34
1,9,7,3,15,10,1.3862943611198906,6,1.0986122886681098,0,1.0986122886681098,98,14,34
0,3,3,5,1,0,0.0,5,0.6931471805599453,249,0.6931471805599453,98,62,34
1,36,2,1,15,10,0.0,5,0.6931471805599453,249,0.6931471805599453,92,29,34
7,41,4,1,9,8,0.0,5,0.6931471805599453,249,0.6931471805599453,112,87,34
0,37,0,0,4,2,0.6931471805599453,6,1.0986122886681098,249,1.0986122886681098,103,29,34
1,36,2,1,15,10,0.0,5,0.6931471805599453,249,0.6931471805599453,92,93,34
0,22,7,3,6,4,0.6931471805599453,2,1.0986122886681098,316,1.0986122886681098,98,142,34
0,21,4,1,2,7,0.0,5,0.6931471805599453,174,0.6931471805599453,31,93,34
0,3,3,5,1,0,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,2,115,34
1,4,6,5,11,17,0.6931471805599453,0,0.6931471805599453,316,0.6931471805599453,112,142,34
1,9,7,3,15,10,0.0,5,0.6931471805599453,174,0.6931471805599453,18,129,0
0,4,6,5,1,0,1.3862943611198906,6,0.6931471805599453,316,0.6931471805599453,72,29,34
0,49,6,5,7,1,0.6931471805599453,6,0.6931471805599453,290,0.6931471805599453,103,29,34
0,21,4,1,7,1,0.0,5,0.6931471805599453,174,0.0,54,29,23
0,37,0,0,8,3,0.0,5,1.0986122886681098,249,1.0986122886681098,103,29,34
1,4,6,5,15,10,1.0986122886681098,6,0.6931471805599453,316,0.6931471805599453,87,107,34
0,33,2,1,7,1,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,103,130,34
1,4,6,5,15,10,1.6094379124341003,6,0.6931471805599453,316,0.6931471805599453,112,62,34
0,15,3,5,4,2,0.6931471805599453,6,0.6931471805599453,316,0.0,72,29,34
0,4,6,5,3,5,1.3862943611198906,6,0.6931471805599453,174,0.0,88,62,23
0,33,2,1,6,4,0.0,5,0.6931471805599453,174,0.0,116,29,0
0,21,4,1,4,2,0.0,5,0.6931471805599453,249,0.6931471805599453,109,57,34
0,24,0,0,4,2,0.6931471805599453,2,0.6931471805599453,316,0.0,24,115,34
1,22,7,3,15,10,0.6931471805599453,6,0.6931471805599453,174,0.6931471805599453,72,80,34
0,4,6,5,5,6,0.6931471805599453,6,1.0986122886681098,0,1.0986122886681098,72,29,34
0,4,6,5,5,6,0.6931471805599453,6,0.6931471805599453,174,0.6931471805599453,98,29,34
0,42,7,3,8,3,1.6094379124341003,6,0.6931471805599453,316,0.6931471805599453,111,29,34
0,21,4,1,2,7,0.6931471805599453,6,1.0986122886681098,316,1.0986122886681098,103,29,34
0,24,0,0,5,6,0.6931471805599453,2,0.6931471805599453,316,0.6931471805599453,24,130,34
1,49,6,5,15,10,0.6931471805599453,6,0.6931471805599453,174,0.6931471805599453,103,29,34
0,36,2,1,1,0,0.6931471805599453,2,0.6931471805599453,127,0.0,92,62,43
1,36,2,1,15,10,0.6931471805599453,2,0.6931471805599453,174,0.0,92,133,43
0,42,7,3,6,4,1.0986122886681098,2,0.6931471805599453,249,0.6931471805599453,98,62,34
1,46,3,5,17,11,0.6931471805599453,6,0.6931471805599453,0,0.0,87,80,34
0,26,9,0,3,5,1.0986122886681098,3,0.6931471805599453,0,0.6931471805599453,12,62,34
0,16,0,0,8,3,0.6931471805599453,2,0.6931471805599453,313,0.0,67,29,0
0,24,0,0,4,2,0.6931471805599453,2,0.6931471805599453,316,0.0,67,80,34
0,3,3,5,3,5,0.0,5,0.6931471805599453,174,0.0,112,29,43
0,45,10,3,1,0,0.6931471805599453,6,1.0986122886681098,249,1.0986122886681098,72,29,34
0,39,6,5,4,2,0.0,5,0.6931471805599453,249,0.6931471805599453,103,29,34
1,22,7,3,15,10,0.0,5,0.6931471805599453,174,0.0,103,142,43
0,21,4,1,2,7,1.3862943611198906,6,0.6931471805599453,249,0.6931471805599453,103,29,34
0,16,0,0,5,6,0.6931471805599453,6,0.6931471805599453,174,0.6931471805599453,98,93,34
0,9,7,3,4,2,1.0986122886681098,2,0.6931471805599453,316,0.6931471805599453,34,142,34
0,34,3,5,3,5,0.6931471805599453,6,0.6931471805599453,316,0.6931471805599453,103,62,34
5,8,7,3,10,15,1.6094379124341003,2,1.0986122886681098,73,0.6931471805599453,103,142,39
0,25,9,0,7,1,1.0986122886681098,6,1.0986122886681098,174,0.0,103,29,0
0,36,2,1,1,0,0.0,5,0.6931471805599453,174,0.0,103,62,43
0,36,2,1,1,0,0.0,5,0.6931471805599453,174,0.0,103,93,43
0,4,6,5,5,6,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,92,130,34
7,6,4,1,9,8,0.6931471805599453,5,0.6931471805599453,249,0.6931471805599453,112,80,34
0,6,4,1,6,4,1.0986122886681098,6,0.6931471805599453,316,0.6931471805599453,18,107,34
0,4,6,5,3,5,0.0,5,0.6931471805599453,174,0.6931471805599453,103,29,34
0,19,1,3,8,3,1.0986122886681098,6,0.6931471805599453,249,0.6931471805599453,103,103,34
0,29,9,0,4,2,0.6931471805599453,6,0.6931471805599453,303,0.6931471805599453,72,62,34
0,33,2,1,8,3,0.6931471805599453,2,0.6931471805599453,249,0.6931471805599453,116,119,34
0,47,7,3,3,5,0.6931471805599453,6,0.6931471805599453,174,0.0,103,29,34
1,24,0,0,11,17,0.6931471805599453,2,0.6931471805599453,174,0.0,103,142,34
0,45,10,3,7,1,0.0,5,0.6931471805599453,249,0.6931471805599453,103,29,34
0,25,9,0,3,5,0.6931471805599453,2,0.6931471805599453,316,0.6931471805599453,110,142,34
0,24,0,0,8,3,0.0,5,0.6931471805599453,330,0.0,18,138,48
1,24,0,0,15,10,1.6094379124341003,6,1.0986122886681098,179,1.0986122886681098,109,130,34
0,37,0,0,8,3,1.791759469228055,6,1.3862943611198906,249,1.3862943611198906,103,119,34
0,20,10,3,3,5,0.6931471805599453,2,0.6931471805599453,316,0.6931471805599453,72,62,34
1,47,7,3,16,12,0.6931471805599453,6,0.6931471805599453,174,0.6931471805599453,103,29,34
1,30,7,3,15,10,0.0,5,0.6931471805599453,174,0.0,112,29,43
0,25,9,0,8,3,1.0986122886681098,6,1.0986122886681098,316,1.0986122886681098,72,142,34
0,21,4,1,8,3,0.0,5,0.6931471805599453,174,0.6931471805599453,112,29,34
0,15,3,5,5,6,0.6931471805599453,5,0.6931471805599453,174,0.0,18,133,46
0,16,0,0,5,6,0.0,5,0.6931471805599453,174,0.0,109,133,0
1,47,7,3,15,10,0.6931471805599453,5,0.6931471805599453,174,0.0,24,29,0
0,18,9,0,9,8,0.6931471805599453,6,0.6931471805599453,0,0.6931471805599453,72,62,34
0,30,7,3,2,7,1.9459101490553132,3,0.6931471805599453,0,0.6931471805599453,113,29,34
0,25,9,0,3,5,1.0986122886681098,2,0.6931471805599453,316,0.6931471805599453,112,62,34
0,37,0,0,6,4,0.0,5,1.0986122886681098,249,1.0986122886681098,103,138,34
0,39,6,5,2,7,0.6931471805599453,6,0.6931471805599453,316,0.6931471805599453,72,130,34
0,48,4,1,6,4,1.6094379124341003,3,0.6931471805599453,174,0.0,72,80,43
0,37,0,0,3,5,0.6931471805599453,2,0.6931471805599453,316,0.6931471805599453,72,115,34
0,19,1,3,3,5,0.6931471805599453,6,1.0986122886681098,249,1.0986122886681098,103,107,34
0,4,6,5,1,0,0.6931471805599453,6,1.0986122886681098,249,1.0986122886681098,103,93,34
1,14,9,0,13,18,1.0986122886681098,6,0.6931471805599453,174,0.0,72,133,34
0,33,2,1,5,6,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,103,62,34
0,15,3,5,4,2,0.0,5,0.6931471805599453,174,0.0,59,93,23
0,0,6,5,3,5,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,103,119,34
0,26,9,0,3,5,0.6931471805599453,2,0.6931471805599453,0,0.6931471805599453,92,29,34
0,9,7,3,5,6,0.0,5,0.6931471805599453,316,0.6931471805599453,103,130,34
0,36,2,1,1,0,0.6931471805599453,2,0.6931471805599453,0,0.6931471805599453,92,142,34
0,33,2,1,5,6,0.6931471805599453,2,0.6931471805599453,249,0.6931471805599453,34,62,34
0,36,2,1,1,0,0.6931471805599453,5,0.6931471805599453,316,0.6931471805599453,103,62,34
0,3,3,5,6,4,0.0,5,0.6931471805599453,174,0.0,42,80,0
0,4,6,5,2,7,0.6931471805599453,5,0.6931471805599453,249,0.6931471805599453,84,130,34
0,4,6,5,1,0,0.6931471805599453,6,0.6931471805599453,174,0.6931471805599453,98,62,34
1,36,2,1,15,10,0.6931471805599453,5,0.6931471805599453,174,0.0,92,93,43
0,25,9,0,5,6,0.6931471805599453,2,0.6931471805599453,249,0.6931471805599453,72,29,34
0,19,1,3,7,1,0.6931471805599453,2,1.3862943611198906,263,1.3862943611198906,59,142,34
0,7,7,3,2,7,0.6931471805599453,2,0.6931471805599453,0,0.6931471805599453,72,62,34
7,4,6,5,9,8,0.0,5,0.6931471805599453,249,0.6931471805599453,24,62,34
0,36,2,1,8,3,0.0,5,0.6931471805599453,174,0.0,92,29,46
7,22,7,3,9,8,0.0,5,0.6931471805599453,174,0.0,112,107,23
0,25,9,0,3,5,0.6931471805599453,6,0.6931471805599453,316,0.6931471805599453,72,130,34
0,4,6,5,5,6,1.0986122886681098,6,1.6094379124341003,249,1.6094379124341003,103,29,34
0,3,3,5,1,0,1.6094379124341003,6,1.0986122886681098,174,1.0986122886681098,112,93,34
0,4,6,5,6,4,0.6931471805599453,6,0.6931471805599453,316,0.6931471805599453,112,142,34
0,45,10,3,4,2,0.0,5,0.6931471805599453,174,0.0,59,29,0
0,33,2,1,5,6,0.6931471805599453,2,0.6931471805599453,249,0.6931471805599453,103,103,34
0,21,4,1,6,4,0.0,5,1.0986122886681098,316,1.0986122886681098,72,80,34
0,33,2,1,5,6,0.0,5,0.6931471805599453,174,0.0,116,29,0
0,4,6,5,5,6,1.3862943611198906,2,1.3862943611198906,316,1.3862943611198906,67,62,34
0,33,2,1,6,4,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,72,29,34
0,25,9,0,5,6,0.6931471805599453,6,0.6931471805599453,102,0.0,103,62,43
0,34,3,5,2,7,1.0986122886681098,6,1.0986122886681098,316,1.0986122886681098,72,130,34
1,42,7,3,15,10,0.0,5,0.6931471805599453,174,0.0,18,124,46
0,36,2,1,1,0,0.0,5,0.6931471805599453,174,0.0,103,130,43
1,9,7,3,15,10,0.6931471805599453,5,0.6931471805599453,174,0.6931471805599453,103,107,34
0,48,4,1,7,1,0.6931471805599453,6,0.6931471805599453,313,0.0,67,142,0
0,39,6,5,2,7,0.0,5,0.6931471805599453,174,0.0,18,133,46
7,8,7,3,9,8,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,110,80,34
0,4,6,5,2,7,0.0,5,0.6931471805599453,249,0.6931471805599453,24,80,34
0,36,2,1,1,0,0.0,5,0.6931471805599453,249,0.6931471805599453,92,142,34
0,45,10,3,1,0,0.6931471805599453,2,0.6931471805599453,316,0.6931471805599453,72,142,34
1,47,7,3,15,10,0.0,5,0.6931471805599453,174,0.6931471805599453,103,29,34
5,40,2,1,16,12,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,103,29,34
0,49,6,5,8,3,0.6931471805599453,6,0.6931471805599453,316,0.6931471805599453,112,62,34
0,3,3,5,1,0,0.6931471805599453,6,0.6931471805599453,0,0.6931471805599453,112,130,34
1,51,7,3,12,16,0.6931471805599453,5,0.6931471805599453,174,0.0,18,138,46
0,25,9,0,6,4,1.9459101490553132,6,0.6931471805599453,249,0.6931471805599453,103,142,34
0,4,6,5,6,4,0.6931471805599453,6,0.6931471805599453,316,0.6931471805599453,18,107,34
0,24,0,0,7,1,0.0,5,0.6931471805599453,174,0.6931471805599453,112,29,34
0,4,6,5,2,7,0.0,5,0.6931471805599453,316,0.6931471805599453,72,62,34
0,21,4,1,2,7,0.0,5,0.6931471805599453,174,0.0,112,29,43
0,37,0,0,2,7,0.0,5,0.6931471805599453,174,0.0,67,29,0
0,36,2,1,1,0,0.6931471805599453,5,0.6931471805599453,0,0.6931471805599453,92,29,34
0,4,6,5,6,4,0.0,5,0.6931471805599453,174,0.6931471805599453,98,87,34
0,35,3,5,4,2,0.0,5,0.6931471805599453,249,0.6931471805599453,103,93,34
1,5,3,5,16,12,0.6931471805599453,6,1.0986122886681098,179,1.0986122886681098,103,29,34
1,36,2,1,15,10,0.6931471805599453,5,0.6931471805599453,316,0.6931471805599453,92,93,34
0,4,6,5,1,0,1.0986122886681098,6,0.6931471805599453,0,0.6931471805599453,72,29,34
1,36,2,1,15,10,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,92,29,34
0,16,0,0,4,2,0.6931471805599453,6,0.6931471805599453,316,0.6931471805599453,103,29,34
7,36,2,1,9,8,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,92,80,34
0,43,9,0,4,2,0.0,5,0.6931471805599453,174,0.6931471805599453,42,29,34
1,18,9,0,13,18,0.6931471805599453,6,0.6931471805599453,127,0.6931471805599453,103,93,34
1,37,0,0,17,11,0.0,5,0.6931471805599453,174,0.6931471805599453,103,133,34
0,33,2,1,6,4,0.0,5,0.6931471805599453,174,0.6931471805599453,72,80,34
0,4,6,5,2,7,0.0,5,0.6931471805599453,174,0.6931471805599453,103,119,34
0,24,0,0,8,3,0.6931471805599453,6,1.0986122886681098,21,0.6931471805599453,113,29,34
5,33,2,1,16,12,0.0,5,0.6931471805599453,174,0.0,18,53,46
7,22,7,3,9,8,0.0,5,0.6931471805599453,290,0.6931471805599453,112,107,34
0,17,0,0,4,2,1.3862943611198906,6,0.6931471805599453,0,0.6931471805599453,72,87,34
0,4,6,5,4,2,0.6931471805599453,6,0.6931471805599453,316,0.6931471805599453,88,14,34
1,45,10,3,15,10,0.6931471805599453,2,0.6931471805599453,249,0.6931471805599453,116,142,34
0,33,2,1,8,3,1.0986122886681098,6,0.6931471805599453,249,0.6931471805599453,98,80,34
1,4,6,5,15,10,0.6931471805599453,2,0.6931471805599453,316,0.6931471805599453,87,107,34
0,49,6,5,6,4,0.0,5,0.6931471805599453,174,0.0,112,29,23
0,35,3,5,1,0,0.0,5,0.6931471805599453,174,0.6931471805599453,103,93,34
0,36,2,1,1,0,1.0986122886681098,5,0.6931471805599453,102,0.6931471805599453,92,142,34
0,15,3,5,9,8,0.6931471805599453,2,0.6931471805599453,0,0.6931471805599453,84,80,34
0,49,6,5,8,3,0.6931471805599453,6,0.6931471805599453,316,0.6931471805599453,112,29,34
7,36,2,1,9,8,0.0,5,0.6931471805599453,249,0.6931471805599453,92,62,34
0,4,6,5,2,7,0.6931471805599453,6,0.6931471805599453,0,0.6931471805599453,72,119,34
0,39,6,5,6,4,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,103,62,34
0,9,7,3,3,5,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,103,130,34
0,41,4,1,4,2,0.6931471805599453,2,0.6931471805599453,249,0.6931471805599453,112,142,34
0,41,4,1,6,4,0.0,5,0.6931471805599453,174,0.6931471805599453,103,62,34
1,9,7,3,15,10,1.0986122886681098,6,1.0986122886681098,0,1.0986122886681098,72,107,34
0,49,6,5,5,6,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,103,62,34
0,3,3,5,9,8,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,59,29,34
0,34,3,5,2,7,0.0,5,0.6931471805599453,174,0.6931471805599453,103,87,34
0,33,2,1,7,1,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,103,93,34
0,16,0,0,1,0,0.6931471805599453,2,0.6931471805599453,316,0.6931471805599453,112,62,34
0,36,2,1,7,1,0.0,2,0.6931471805599453,249,0.6931471805599453,92,142,34
0,36,2,1,1,0,0.0,5,0.6931471805599453,249,0.6931471805599453,92,93,34
0,4,6,5,5,6,0.6931471805599453,5,0.6931471805599453,174,0.6931471805599453,98,130,34
0,47,7,3,3,5,0.6931471805599453,6,0.6931471805599453,249,0.0,112,93,34
0,36,2,1,1,0,0.6931471805599453,2,0.6931471805599453,0,0.6931471805599453,92,62,34
1,36,2,1,15,10,0.0,5,0.6931471805599453,249,0.6931471805599453,92,29,34
1,36,2,1,15,10,0.0,5,1.0986122886681098,174,0.0,92,93,0
0,36,2,1,1,0,0.0,5,0.6931471805599453,174,0.6931471805599453,103,93,36
0,39,6,5,2,7,0.6931471805599453,6,0.6931471805599453,174,0.6931471805599453,103,14,34
0,4,6,5,2,7,0.6931471805599453,2,0.6931471805599453,0,0.6931471805599453,72,80,34
0,4,6,5,5,6,0.6931471805599453,1,0.6931471805599453,316,0.6931471805599453,112,130,34
1,24,0,0,11,17,0.6931471805599453,6,0.6931471805599453,316,0.0,42,80,34
0,47,7,3,4,2,0.6931471805599453,2,0.6931471805599453,249,0.6931471805599453,103,142,34
0,36,2,1,1,0,0.0,5,1.0986122886681098,174,0.6931471805599453,103,133,36
0,30,7,3,8,3,0.0,5,1.0986122886681098,174,0.0,72,142,0
0,16,0,0,1,0,1.0986122886681098,2,0.6931471805599453,303,0.6931471805599453,2,142,34
1,50,0,0,16,12,0.0,5,0.6931471805599453,174,0.0,72,107,23
1,22,7,3,15,10,0.0,5,0.6931471805599453,174,0.0,92,29,48
0,33,2,1,6,4,0.0,5,0.6931471805599453,174,0.0,18,29,46
0,37,0,0,3,5,1.0986122886681098,6,0.6931471805599453,249,0.6931471805599453,103,29,34
0,4,6,5,2,7,0.6931471805599453,6,0.6931471805599453,174,0.0,48,29,23
0,30,7,3,3,5,1.0986122886681098,2,1.0986122886681098,316,1.0986122886681098,110,29,34
1,4,6,5,15,10,0.6931471805599453,6,0.6931471805599453,316,0.6931471805599453,116,29,34
0,36,2,1,1,0,0.0,5,0.6931471805599453,249,0.6931471805599453,92,62,34
0,4,6,5,3,5,0.6931471805599453,2,0.6931471805599453,316,0.6931471805599453,72,62,34
0,19,1,3,7,1,1.0986122886681098,6,1.0986122886681098,316,1.0986122886681098,72,142,34
0,4,6,5,4,2,0.6931471805599453,6,1.3862943611198906,184,0.6931471805599453,109,107,34
0,4,6,5,4,2,0.0,5,0.6931471805599453,174,0.6931471805599453,18,87,34
7,36,2,1,9,8,0.0,5,1.0986122886681098,174,0.0,92,93,43
0,3,3,5,1,0,0.0,5,0.6931471805599453,174,0.6931471805599453,103,62,34
0,21,4,1,5,6,0.0,5,0.6931471805599453,174,0.0,86,130,0
1,49,6,5,15,10,1.791759469228055,6,1.0986122886681098,200,0.6931471805599453,84,62,34
0,3,3,5,1,0,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,103,80,34
0,4,6,5,4,2,0.0,5,0.6931471805599453,174,0.6931471805599453,98,87,34
0,24,0,0,8,3,0.0,5,0.6931471805599453,292,0.6931471805599453,109,142,34
0,36,2,1,7,1,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,92,29,34
1,4,6,5,15,10,0.6931471805599453,6,0.6931471805599453,249,0.6931471805599453,103,62,34
0,36,2,1,1,0,0.0,5,0.6931471805599453,102,0.0,92,93,48
0,33,2,1,7,1,0.0,5,0.6931471805599453,249,0.6931471805599453,103,93,34
0,33,2,1,6,4,0.0,5,0.6931471805599453,174,0.6931471805599453,67,93,0
0,37,0,0,2,7,0.0,5,0.6931471805599453,174,0.6931471805599453,92,124,34
0,37,0,0,3,5,0.0,5,0.6931471805599453,249,0.6931471805599453,92,142,34
1,37,0,0,11,17,0.6931471805599453,6,1.0986122886681098,316,1.0986122886681098,24,29,34
0,33,2,1,7,1,0.0,5,0.6931471805599453,174,0.0,103,93,43
